,Zip,City,State,Latitude,Longitude,Timezone,Daylightsavingstimeflag
152,16601,Altoona,PA,40.526319,-78.40082,-5,1
153,17301,Abbottstown,PA,39.891548,-76.98359,-5,1
154,19420,Arcola,PA,40.152871000000005,-75.45671899999999,-5,1
155,32503,Pensacola,FL,30.447996999999997,-87.20727,-6,1
156,36268,Munford,AL,33.511790000000005,-85.94756,-6,1
157,24292,Whitetop,VA,36.59565,-81.59154000000001,-5,1
158,26267,Ellamore,WV,38.912609,-80.07907,-5,1
159,27341,Seagrove,NC,35.53332,-79.71018000000001,-5,1
160,8887,Three Bridges,NJ,40.525361,-74.79632,-5,1
161,71284,Tallulah,LA,32.341594,-91.21645799999999,-6,1
162,71423,Dry Prong,LA,31.563093,-92.54954000000001,-6,1
163,71443,Kurthwood,LA,31.1019,-93.361238,-6,1
164,48226,Detroit,MI,42.331821000000005,-83.04888000000001,-5,1
165,48503,Flint,MI,43.011227000000005,-83.69291,-5,1
166,49756,Lewiston,MI,44.839929,-84.30787,-5,1
167,50675,Traer,IA,42.193577000000005,-92.4828,-6,1
168,78650,McDade,TX,30.283941,-97.23563,-6,1
169,80402,Golden,CO,39.522014,-105.223945,-7,1
170,83121,Frontier,WY,41.814384999999994,-110.53743,-7,1
171,92693,San Juan Capistrano,CA,33.555323,-117.564,-8,1
172,93140,Santa Barbara,CA,34.262834000000005,-119.848555,-8,1
173,93255,Onyx,CA,35.666835,-118.01701000000001,-8,1
174,75010,Carrollton,TX,33.030556,-96.89328,-6,1
175,76054,Hurst,TX,32.858398,-97.17681,-6,1
176,68743,Jackson,NE,42.460155,-96.60668000000001,-6,1
177,85268,Fountain Hills,AZ,33.604811,-111.72851999999999,-7,0
178,45841,Jenera,OH,40.881217,-83.73199,-5,1
179,65047,Kaiser,MO,38.14008,-92.58331,-6,1
180,67102,Maple City,KS,37.043519,-96.75924,-6,1
181,67954,Rolla,KS,37.163412,-101.61909,-6,1
182,68792,Wynot,NE,42.749481,-97.14372,-6,1
183,75961,Nacogdoches,TX,31.626011,-94.60338,-6,1
184,76452,Energy,TX,31.758351,-98.40613,-6,1
185,76855,Lowake,TX,31.333614,-99.85837,-6,1
186,80235,Denver,CO,39.648328,-105.08431000000002,-7,1
187,80620,Evans,CO,40.378019,-104.70357,-7,1
188,81001,Pueblo,CO,38.282872,-104.57029,-7,1
189,83401,Idaho Falls,ID,43.528890999999994,-111.98136000000001,-7,1
190,85292,Winkelman,AZ,32.945838,-110.72198,-7,0
191,57481,Westport,SD,45.663385,-98.62274000000001,-6,1
192,58723,Butte,ND,47.785232,-100.69256999999999,-6,1
193,78349,Concepcion,TX,27.316167,-98.29796999999999,-6,1
194,79381,Wilson,TX,33.327782,-101.76906,-6,1
195,63626,Blackwell,MO,38.053566,-90.64229,-6,1
196,23290,Richmond,VA,37.524246000000005,-77.493157,-5,1
197,23486,Willis Wharf,VA,37.518917,-75.810482,-5,1
198,24069,Cascade,VA,36.586545,-79.64194,-5,1
199,15773,Saint Benedict,PA,40.628368,-78.73335,-5,1
200,16665,Newry,PA,40.393223,-78.43508,-5,1
201,16927,Harrison Valley,PA,41.958059000000006,-77.67187,-5,1
202,30746,Sugar Valley,GA,34.574804,-85.02481999999999,-5,1
203,32830,Orlando,FL,28.385548999999997,-81.505894,-5,1
204,33756,Clearwater,FL,27.944631,-82.78702,-5,1
205,20868,Spencerville,MD,39.127028,-76.96372,-5,1
206,21849,Parsonsburg,MD,38.363057,-75.45574,-5,1
207,22218,Arlington,VA,38.880811,-77.11295,-5,1
208,17570,Rheems,PA,40.129494,-76.56991,-5,1
209,17942,Landingville,PA,40.722587,-76.229623,-5,1
210,18456,Prompton,PA,41.606185,-75.33971,-5,1
211,18834,New Milford,PA,41.853082,-75.72077,-5,1
212,18921,Ferndale,PA,40.328645,-75.10278000000001,-5,1
213,19134,Philadelphia,PA,39.991712,-75.11116,-5,1
214,29164,Wagener,SC,33.659078,-81.40845,-5,1
215,54020,Osceola,WI,45.299735,-92.64222,-6,1
216,55125,Saint Paul,MN,44.921982,-92.94234,-6,1
217,56039,Granada,MN,43.680519,-94.33773000000001,-6,1
218,39072,Pocahontas,MS,32.311287,-90.397157,-6,1
219,39154,Raymond,MS,32.230592,-90.45709000000001,-6,1
220,8817,Edison,NJ,40.516104,-74.39754,-5,1
221,10965,Pearl River,NY,41.063328999999996,-74.01734,-5,1
222,12151,Round Lake,NY,42.932326,-73.79363000000001,-5,1
223,12195,West Lebanon,NY,42.479384,-73.474809,-5,1
224,18216,Beaver Meadows,PA,40.931187,-75.91493,-5,1
225,2169,Quincy,MA,42.250739,-70.99593,-5,1
226,2375,South Easton,MA,42.029749,-71.10191,-5,1
227,2639,Dennis Port,MA,41.661115,-70.13348,-5,1
228,77590,Texas City,TX,29.395283000000003,-94.91759,-6,1
229,78013,Comfort,TX,29.972472999999997,-98.91084000000001,-6,1
230,68832,Doniphan,NE,40.763643,-98.38794,-6,1
231,42046,Hamlin,KY,36.6033,-88.092285,-6,1
232,43652,Toledo,OH,41.686778000000004,-83.43943,-5,1
233,62611,Arenzville,IL,39.883346,-90.39331999999999,-6,1
234,70005,Metairie,LA,29.999453000000003,-90.13398000000001,-6,1
235,71048,Lisbon,LA,32.830135,-92.85568,-6,1
236,26865,Yellow Spring,WV,39.199856,-78.49655,-5,1
237,28007,Ansonville,NC,35.104652,-80.10965,-5,1
238,54964,Pickett,WI,43.923140999999994,-88.72654,-6,1
239,56011,Belle Plaine,MN,44.616113,-93.76906,-6,1
240,19318,Chatham,PA,39.852406,-75.811789,-5,1
241,21241,Baltimore,MD,39.284707,-76.620489,-5,1
242,50167,Minburn,IA,41.750745,-94.04659000000001,-6,1
243,80202,Denver,CO,39.751585999999996,-104.99699,-7,1
244,84305,Clarkston,UT,41.938629,-112.0433,-7,1
245,85382,Peoria,AZ,33.689869,-112.24838000000001,-7,0
246,93465,Templeton,CA,35.54464,-120.72428000000001,-8,1
247,94160,San Francisco,CA,37.784827,-122.727802,-8,1
248,94164,San Francisco,CA,37.784827,-122.727802,-8,1
249,95383,Twain Harte,CA,38.055888,-120.23002,-8,1
250,95665,Pine Grove,CA,38.40097,-120.64952,-8,1
251,79917,El Paso,TX,31.694841999999998,-106.29998700000002,-7,1
252,90301,Inglewood,CA,33.955913,-118.35868,-8,1
253,60974,Woodland,IL,40.710295,-87.73137,-6,1
254,62001,Alhambra,IL,38.884434000000006,-89.74886,-6,1
255,92543,Hemet,CA,33.73542,-116.97401,-8,1
256,92837,Fullerton,CA,33.640302,-117.769442,-8,1
257,14617,Rochester,NY,43.223213,-77.59721,-5,1
258,15238,Pittsburgh,PA,40.518701,-79.86744,-5,1
259,21767,Maugansville,MD,39.697894,-77.74514,-5,1
260,2886,Warwick,RI,41.705478,-71.45119,-5,1
261,3648,Enfield,NH,43.630276,-72.135352,-5,1
262,4981,Stockton Springs,ME,44.499082,-68.85667,-5,1
263,5061,Randolph Center,VT,43.928369,-72.5731,-5,1
264,5648,Calais,VT,44.375726,-72.49509,-5,1
265,19488,Norristown,PA,39.983153,-75.74805500000001,-5,1
266,19524,Robeson,PA,40.248684000000004,-75.858731,-5,1
267,982,Carolina,PR,18.409345000000002,-65.99313000000001,-4,0
268,37407,Chattanooga,TN,35.000825,-85.28673,-5,1
269,38704,Greenville,MS,33.253401000000004,-90.918503,-6,1
270,38912,Avalon,MS,33.65497,-90.053958,-6,1
271,30415,Brooklet,GA,32.3456,-81.62339,-5,1
272,31525,Brunswick,GA,31.260995,-81.49831999999999,-5,1
273,32798,Zellwood,FL,28.716922999999998,-81.5754,-5,1
274,43719,Bethesda,OH,40.009383,-81.0763,-5,1
275,43748,Junction City,OH,39.710863,-82.30228000000001,-5,1
276,47649,Francisco,IN,38.343295,-87.44275,-6,1
277,35576,Millport,AL,33.581134999999996,-88.10835,-6,1
278,36535,Foley,AL,30.396876000000002,-87.69615999999999,-6,1
279,37367,Pikeville,TN,35.635096999999995,-85.17161,-6,1
280,27107,Winston Salem,NC,36.046215000000004,-80.18998,-5,1
281,24324,Draper,VA,36.973028,-80.79309,-5,1
282,41132,Denton,KY,38.251159,-82.83496,-5,1
283,43506,Bryan,OH,41.471569,-84.55459,-5,1
284,28584,Swansboro,NC,34.69771,-77.10614,-5,1
285,29325,Clinton,SC,34.470115,-81.86761,-5,1
286,95965,Oroville,CA,39.558586,-121.58923,-8,1
287,97844,Irrigon,OR,45.886463,-119.51737,-8,1
288,83429,Island Park,ID,44.490674,-111.36631000000001,-7,1
289,78148,Universal City,TX,29.550223,-98.29936,-6,1
290,78588,San Isidro,TX,26.720155,-98.46845,-6,1
291,65777,Moody,MO,36.524268,-91.98863,-6,1
292,67050,Garden Plain,KS,37.663743,-97.68539,-6,1
293,67645,Lenora,KS,39.609655,-99.91904,-6,1
294,56522,Campbell,MN,46.130213,-96.40019000000001,-6,1
295,58405,Jamestown,ND,46.913344,-98.69955300000001,-6,1
296,60025,Glenview,IL,42.07672,-87.81922,-6,1
297,50278,Zearing,IA,42.158865999999996,-93.29673000000001,-6,1
298,50569,Otho,IA,42.417893,-94.1494,-6,1
299,52156,Luana,IA,43.051922,-91.45841999999999,-6,1
300,51530,Earling,IA,41.77364,-95.42761,-6,1
301,51656,Yorktown,IA,40.737446000000006,-95.156217,-6,1
302,53009,Byron,WI,43.76983,-88.494357,-6,1
303,55381,Silver Lake,MN,44.904987,-94.18802,-6,1
304,30263,Newnan,GA,33.38779,-84.82536,-5,1
305,30384,Atlanta,GA,33.844371,-84.47405,-5,1
306,30728,La Fayette,GA,34.696201,-85.25824,-5,1
307,31714,Ashburn,GA,31.709742,-83.66519,-5,1
308,33315,Fort Lauderdale,FL,26.094385,-80.15422,-5,1
309,33994,Fort Myers,FL,26.552895,-81.94861,-5,1
310,34209,Bradenton,FL,27.488865999999998,-82.62737,-5,1
311,47261,Millhousen,IN,39.292004,-85.491788,-5,0
312,37050,Cumberland City,TN,36.373626,-87.63158,-6,1
313,15665,Manor,PA,40.333339,-79.66646,-5,1
314,17265,Upperstrasburg,PA,40.035958,-77.79113000000001,-5,1
315,17585,Witmer,PA,40.048398,-76.211427,-5,1
316,19511,Bowers,PA,40.48773,-75.7393,-5,1
317,8406,Ventnor City,NJ,39.342299,-74.48192,-5,1
318,29520,Cheraw,SC,34.68862,-79.92315,-5,1
319,29615,Greenville,SC,34.866801,-82.31739,-5,1
320,11716,Bohemia,NY,40.770042,-73.11376,-5,1
321,12719,Barryville,NY,41.480326,-74.92694,-5,1
322,23435,Suffolk,VA,36.84882,-76.46521,-5,1
323,24550,Evington,VA,37.237928000000004,-79.28268,-5,1
324,25918,Shady Spring,WV,37.712469,-81.00561,-5,1
325,27028,Mocksville,NC,35.920477000000005,-80.57143,-5,1
326,27049,Toast,NC,36.551332,-80.65578599999999,-5,1
327,95655,Mather,CA,38.558073,-121.28737,-8,1
328,91189,Pasadena,CA,33.786594,-118.29866200000001,-8,1
329,93099,Simi Valley,CA,34.032383,-119.1343,-8,1
330,98604,Battle Ground,WA,45.791345,-122.51789,-8,1
331,87413,Bloomfield,NM,36.579374,-107.87907,-7,1
332,2382,Whitman,MA,42.08235,-70.93734,-5,1
333,2719,Fairhaven,MA,41.634152,-70.8814,-5,1
334,62676,Hillyard,IL,39.128248,-89.923215,-6,1
335,79370,Spur,TX,33.478848,-100.89669,-6,1
336,71226,Chatham,LA,32.277815999999994,-92.45283,-6,1
337,72542,Hardy,AR,36.303556,-91.48573,-6,1
338,72686,Witts Springs,AR,35.747153999999995,-92.90985,-6,1
339,72927,Booneville,AR,35.105965999999995,-93.97531,-6,1
340,83355,Wendell,ID,42.76079,-114.71025,-7,1
341,83641,Melba,ID,43.370358,-116.57555,-7,1
342,84307,Corinne,UT,41.535714,-112.30373,-7,1
343,60139,Glendale Heights,IL,41.920228,-88.07891,-6,1
344,60438,Lansing,IL,41.565684999999995,-87.54819,-6,1
345,68636,Elgin,NE,42.009215999999995,-98.13311,-6,1
346,66532,Robinson,KS,39.8202,-95.36776,-6,1
347,55723,Cook,MN,47.854987,-92.77077,-6,1
348,39478,Sandy Hook,MS,31.054236,-89.85553,-6,1
349,49041,Comstock,MI,42.245412,-85.52985799999999,-5,1
350,61107,Rockford,IL,42.280019,-89.03347,-6,1
351,58072,Valley City,ND,46.934311,-98.02374,-6,1
352,59333,Hathaway,MT,46.271871999999995,-106.21373999999999,-7,1
353,35283,Birmingham,AL,33.544622,-86.929208,-6,1
354,42163,Rocky Hill,KY,37.09425,-86.143188,-6,1
355,49157,Richland,MI,44.215509999999995,-85.298079,-5,1
356,43735,East Fultonham,OH,39.851515,-82.12173,-5,1
357,44403,Brookfield,OH,41.239987,-80.58346,-5,1
358,50581,Rolfe,IA,42.842110999999996,-94.53114000000001,-6,1
359,33850,Lake Alfred,FL,28.092512,-81.72758,-5,1
360,35259,Birmingham,AL,33.544622,-86.929208,-6,1
361,35593,Vina,AL,34.369264,-88.06745,-6,1
362,40118,Fairdale,KY,38.106134999999995,-85.75362,-5,1
363,40371,Salt Lick,KY,38.087866999999996,-83.61146,-5,1
364,13479,Washington Mills,NY,43.053769,-75.271559,-5,1
365,15564,Wellersburg,PA,39.729896000000004,-78.844105,-5,1
366,15944,New Florence,PA,40.371165000000005,-79.0772,-5,1
367,17052,Mapleton Depot,PA,40.338058000000004,-77.9779,-5,1
368,30747,Summerville,GA,34.489847999999995,-85.32928000000001,-5,1
369,31754,Georgetown,GA,31.860476000000002,-85.07534,-5,1
370,32746,Lake Mary,FL,28.758133,-81.33991999999999,-5,1
371,33801,Lakeland,FL,28.041197999999998,-81.92392,-5,1
372,23178,Ware Neck,VA,37.400287,-76.46089,-5,1
373,10072,New York,NY,40.780751,-73.977182,-5,1
374,10166,New York,NY,40.754591,-73.976238,-5,1
375,10998,Westtown,NY,41.334034,-74.54593,-5,1
376,21623,Church Hill,MD,39.123235,-75.96706999999999,-5,1
377,29336,Fairforest,SC,34.888237,-81.96902,-5,1
378,29348,Gramling,SC,34.888237,-81.96902,-5,1
379,11560,Locust Valley,NY,40.881957,-73.59416999999999,-5,1
380,18355,Scotrun,PA,41.074757,-75.36259,-5,1
381,36538,Frankville,AL,31.646086999999998,-88.14188,-6,1
382,37322,Decatur,TN,35.503723,-84.80741,-5,1
383,43081,Westerville,OH,40.109513,-82.91606,-5,1
384,27105,Winston Salem,NC,36.147887,-80.23423000000001,-5,1
385,44398,Akron,OH,41.128705,-81.53999,-5,1
386,46731,Craigville,IN,40.793562,-85.0974,-5,0
387,33659,Palm River-Clair Mel,FL,27.894362,-82.338911,-5,1
388,2875,Shannock,RI,41.447642,-71.63877,-5,1
389,4630,East Machias,ME,44.753992,-67.3786,-5,1
390,6053,New Britain,CT,41.686949,-72.7908,-5,1
391,714,Arroyo,PR,17.987288,-66.05552,-4,0
392,2126,Mattapan,MA,42.272098,-71.09425999999999,-5,1
393,14150,Tonawanda,NY,43.001907,-78.8631,-5,1
394,30339,Atlanta,GA,33.87507,-84.46615,-5,1
395,32361,Wacissa,FL,30.357761,-83.98881999999999,-5,1
396,32634,Fairfield,FL,29.350890000000003,-82.27648,-5,1
397,33523,Dade City,FL,28.433019,-82.19736,-5,1
398,33706,Saint Petersburg,FL,27.741505,-82.75179,-5,1
399,24605,Bluefield,VA,37.222547999999996,-81.3367,-5,1
400,25444,Slanesville,WV,39.412828000000005,-78.52587,-5,1
401,26280,Mill Creek,WV,38.736144,-80.0,-5,1
402,18465,Thompson,PA,41.839349,-75.50841,-5,1
403,12197,Worcester,NY,42.610314,-74.72400999999999,-5,1
404,13147,Scipio Center,NY,42.774714,-76.57045,-5,1
405,28519,Bridgeton,NC,35.120742,-77.01969,-5,1
406,26561,Big Run,WV,39.575518,-80.666712,-5,1
407,82937,Lyman,WY,41.399751,-110.36623999999999,-7,1
408,64070,Lone Jack,MO,38.895469,-94.15315,-6,1
409,64471,New Hampton,MO,40.264749,-94.19587,-6,1
410,75075,Plano,TX,33.024721,-96.74038,-6,1
411,68118,Omaha,NE,41.263194,-96.17108,-6,1
412,79080,Skellytown,TX,35.655035,-101.22476999999999,-6,1
413,70059,Harvey,LA,29.677893,-90.0901,-6,1
414,90845,Long Beach,CA,33.786594,-118.29866200000001,-8,1
415,92114,San Diego,CA,32.706953999999996,-117.0542,-8,1
416,98144,Seattle,WA,47.585770000000004,-122.30081000000001,-8,1
417,98833,Mazama,WA,48.634796,-120.47681000000001,-8,1
418,95692,Wheatland,CA,39.030716,-121.43496999999999,-8,1
419,95826,Sacramento,CA,38.550098,-121.37491999999999,-8,1
420,93458,Santa Maria,CA,34.956344,-120.45243,-8,1
421,61866,Rantoul,IL,40.307065,-88.15575,-6,1
422,77046,Houston,TX,29.733181,-95.43131,-6,1
423,77581,Pearland,TX,29.562179999999998,-95.26982,-6,1
424,67149,Viola,KS,37.538257,-97.62031,-6,1
425,57231,De Smet,SD,44.374289000000005,-97.57441999999999,-6,1
426,74061,Ramona,OK,36.533868,-95.90865,-6,1
427,82412,Byron,WY,44.794477,-108.53415,-7,1
428,75712,Tyler,TX,32.411237,-95.28990300000001,-6,1
429,75756,Brownsboro,TX,32.306045000000005,-95.60507,-6,1
430,85225,Chandler,AZ,33.316349,-111.83063999999999,-7,0
431,86508,Lupton,AZ,35.325261,-109.07847,-7,0
432,87579,Vadito,NM,36.160484000000004,-105.56045,-7,1
433,93215,Delano,CA,35.774967,-119.23371000000002,-8,1
434,94973,Woodacre,CA,38.007639000000005,-122.63914,-8,1
435,98587,Taholah,WA,47.32251,-124.25814,-8,1
436,98639,North Bonneville,WA,45.650040999999995,-121.97166999999999,-8,1
437,4327,Richmond,ME,44.09156,-69.804077,-5,1
438,4747,Island Falls,ME,46.004523,-68.27004000000001,-5,1
439,5452,Essex Junction,VT,44.501991,-73.09376,-5,1
440,6410,Cheshire,CT,41.507049,-72.90489000000001,-5,1
441,2769,Rehoboth,MA,41.835066999999995,-71.26115,-5,1
442,54875,Springbrook,WI,45.947509000000004,-91.67526,-6,1
443,55018,Dennison,MN,44.422975,-93.00089,-6,1
444,37421,Chattanooga,TN,35.028574,-85.15939,-5,1
445,46904,Kokomo,IN,40.469625,-86.11894000000001,-5,0
446,5155,South Londonderry,VT,43.158484,-72.84496999999999,-5,1
447,6074,South Windsor,CT,41.836665,-72.56076,-5,1
448,15242,Pittsburgh,PA,40.434436,-80.024817,-5,1
